Year,Area harvested,Yield,Production,cloud_cover_01,snow_thickness_lwe_01,snow_thickness_01,vapour_pressure_01,2m_temperature_01,10m_wind_speed_01,2m_dewpoint_temperature_01,cloud_cover_02,snow_thickness_lwe_02,snow_thickness_02,vapour_pressure_02,2m_temperature_02,10m_wind_speed_02,2m_dewpoint_temperature_02,cloud_cover_03,snow_thickness_lwe_03,snow_thickness_03,vapour_pressure_03,2m_temperature_03,10m_wind_speed_03,2m_dewpoint_temperature_03,cloud_cover_04,snow_thickness_lwe_04,snow_thickness_04,vapour_pressure_04,2m_temperature_04,10m_wind_speed_04,2m_dewpoint_temperature_04,cloud_cover_05,snow_thickness_lwe_05,snow_thickness_05,vapour_pressure_05,2m_temperature_05,10m_wind_speed_05,2m_dewpoint_temperature_05,cloud_cover_06,snow_thickness_lwe_06,snow_thickness_06,vapour_pressure_06,2m_temperature_06,10m_wind_speed_06,2m_dewpoint_temperature_06,cloud_cover_07,snow_thickness_lwe_07,snow_thickness_07,vapour_pressure_07,2m_temperature_07,10m_wind_speed_07,2m_dewpoint_temperature_07,cloud_cover_08,snow_thickness_lwe_08,snow_thickness_08,vapour_pressure_08,2m_temperature_08,10m_wind_speed_08,2m_dewpoint_temperature_08,cloud_cover_09,snow_thickness_lwe_09,snow_thickness_09,vapour_pressure_09,2m_temperature_09,10m_wind_speed_09,2m_dewpoint_temperature_09,cloud_cover_10,snow_thickness_lwe_10,snow_thickness_10,vapour_pressure_10,2m_temperature_10,10m_wind_speed_10,2m_dewpoint_temperature_10,cloud_cover_11,snow_thickness_lwe_11,snow_thickness_11,vapour_pressure_11,2m_temperature_11,10m_wind_speed_11,2m_dewpoint_temperature_11,cloud_cover_12,snow_thickness_lwe_12,snow_thickness_12,vapour_pressure_12,2m_temperature_12,10m_wind_speed_12,2m_dewpoint_temperature_12,Country_Angola,"Country_China, mainland",Country_Ethiopia,Country_Indonesia,Country_Malawi,Country_Nigeria,Country_Uganda,Country_United Republic of Tanzania,Country_United States of America,Country_Viet Nam,cloud_cover_g0,cloud_cover_g1,cloud_cover_g2,cloud_cover_g3,cloud_cover,snow_thickness_lwe_g0,snow_thickness_lwe_g1,snow_thickness_lwe_g2,snow_thickness_lwe_g3,snow_thickness_lwe,snow_thickness_g0,snow_thickness_g1,snow_thickness_g2,snow_thickness_g3,snow_thickness,vapour_pressure_g0,vapour_pressure_g1,vapour_pressure_g2,vapour_pressure_g3,vapour_pressure,2m_temperature_g0,2m_temperature_g1,2m_temperature_g2,2m_temperature_g3,2m_temperature,10m_wind_speed_g0,10m_wind_speed_g1,10m_wind_speed_g2,10m_wind_speed_g3,10m_wind_speed,2m_dewpoint_temperature_g0,2m_dewpoint_temperature_g1,2m_dewpoint_temperature_g2,2m_dewpoint_temperature_g3,2m_dewpoint_temperature
2017,106226.0,180205.0,1914244.0,0.926740468,0.0,0.0,27.97793961,298.5404053,2.184217691,295.9771118,0.915631235,0.0,0.0,27.70201302,298.4143982,2.340159178,295.8093872,0.884847581,0.0,0.0,28.01800537,298.5456238,1.893325448,296.0066223,0.861950517,0.0,0.0,28.36425018,298.714447,1.727227092,296.2112732,0.811365664,0.0,0.0,28.61879539,298.9491272,2.020327806,296.3561096,0.756652296,0.0,0.0,27.85919189,298.5935669,2.130355358,295.8974609,0.750455797,0.0,0.0,27.32878876,298.4763794,2.361671209,295.5677185,0.759605706,0.0,0.0,26.87961578,298.3816223,2.500627041,295.2841797,0.78887248,0.0,0.0,27.25024414,298.6253967,2.244342566,295.5180054,0.833690047,0.0,0.0,27.90845108,298.9326477,1.93904829,295.9324036,0.903221786,0.0,0.0,28.26047707,298.7051392,1.836653948,296.1553955,0.899470031,0.0,0.0,28.09807777,298.659729,2.164689541,296.0535278,0,0,0,1,0,0,0,0,0,0,0.9090730946666667,0.8099894923333334,0.7663113276666667,0.8787939546666667,0.8410419673333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.899319333333334,28.280745820000003,27.152882893333338,28.089001973333335,27.855487505000003,298.50014243333334,298.7523803666667,298.49446613333333,298.7658386333333,298.62820689166665,2.1392341056666666,1.9593034186666667,2.368880272,1.9801305930000002,2.1118870973333337,295.93104043333335,296.1549479,295.45663453333333,296.04710896666666,295.89743295833335
2018,90707.0,199145.0,1806389.0,0.936437309,0.0,0.0,27.64240646,298.4093323,2.313438177,295.7713318,0.843208194,0.0,0.0,27.63121033,298.436554,2.250801802,295.7728882,0.870559394,0.0,0.0,27.95465851,298.5508423,1.993047237,295.9666748,0.814069629,0.0,0.0,28.33182526,298.84198,1.792498827,296.1911011,0.773358941,0.0,0.0,28.27857971,298.8484802,2.092599392,296.1556702,0.738233924,0.0,0.0,27.6356926,298.6724854,2.32483983,295.7571716,0.719961226,0.0,0.0,26.91318321,298.4888306,2.548598766,295.296051,0.668094218,0.0,0.0,26.43286133,298.5596924,2.595855474,294.9934998,0.747059166,0.0,0.0,26.36960602,298.544281,2.404646397,294.9546509,0.787658334,0.0,0.0,27.24193001,298.7427979,2.026131392,295.5180054,0.868172228,0.0,0.0,28.15142632,298.7662964,1.792001724,296.0887451,0.904104054,0.0,0.0,28.14038467,298.6877136,2.111171961,296.0773621,0,0,0,1,0,0,0,0,0,0,0.8834016323333334,0.7752208313333334,0.71170487,0.8533115386666666,0.8059097180833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.742758433333336,28.08203252333333,26.57188352,27.844580333333337,27.5603137025,298.46557620000004,298.7876485333333,298.5309346666666,298.73226930000004,298.629107175,2.185762405333333,2.0699793496666667,2.516366879,1.9764350256666667,2.187135914916667,295.8369649333333,296.03464763333335,295.0814005666666,295.8947042,295.71192933333333
2019,73190.0,207132.0,1516000.0,0.890015662,0.0,0.0,28.03931236,298.6014099,2.345656157,296.0197754,0.831612468,0.0,0.0,27.93395996,298.6389465,2.023994923,295.9569702,0.833943546,0.0,0.0,27.94817352,298.7984619,2.017637253,295.9576416,0.817051113,0.0,0.0,28.7244091,299.0097351,1.783421874,296.4244995,0.718114138,0.0,0.0,28.5214901,299.1191711,2.05710578,296.2944946,0.739244223,0.0,0.0,27.76712608,298.6286926,2.41121316,295.8242493,0.655839086,0.0,0.0,26.37078476,298.3136902,2.664570332,294.9451294,0.684616864,0.0,0.0,25.89856339,298.4168091,2.869792461,294.6382141,0.637186766,0.0,0.0,25.86476517,298.5719299,2.707918644,294.6024475,0.754868746,0.0,0.0,26.92690277,298.6426086,2.097708464,295.3062744,0.72286123,0.0,0.0,27.64131355,299.074707,1.85261929,295.7618408,0.865384519,0.0,0.0,28.20332146,298.8074646,1.795138836,296.1207581,0,0,0,1,0,0,0,0,0,0,0.8518572253333333,0.7581364913333334,0.6592142386666667,0.781038165,0.7625615300833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.97381528,28.33767509333333,26.04470444,27.590512593333333,27.486676851666665,298.6796061,298.9191996,298.43414306666665,298.8415934,298.71863554166663,2.1290961110000004,2.0839136046666664,2.7474271456666663,1.9151555299999998,2.2188980978333332,295.97812906666667,296.18108113333335,294.728597,295.7296244333333,295.65435790833334
2020,70253.0,211664.0,1487000.0,0.833835125,0.0,0.0,28.36482048,298.8999329,2.194287777,296.2123108,0.856914282,0.0,0.0,28.24354553,298.8693542,2.270429373,296.1383362,0.839939654,0.0,0.0,28.60725975,298.9901428,1.852462173,296.3566284,0.784940541,0.0,0.0,28.76982307,299.0541382,1.710266232,296.4541931,0.785194159,0.0,0.0,29.13097763,299.2763977,1.980437398,296.6598816,0.760788143,0.0,0.0,28.0057106,298.6797791,2.265550375,295.9935608,0.730962336,0.0,0.0,27.23225212,298.3061218,2.425958872,295.5093994,0.670500994,0.0,0.0,27.06336975,298.6812439,2.39353776,295.3964539,0.778698087,0.0,0.0,27.33063889,298.5584717,2.243283987,295.577179,0.832901418,0.0,0.0,27.66762924,298.7884216,2.041806936,295.7902527,0.853595376,0.0,0.0,28.07006645,298.7880249,1.851551414,296.0371094,0.91319555,0.0,0.0,27.95813751,298.5920715,2.178089619,295.9706421,0,0,0,1,0,0,0,0,0,0,0.8435630203333333,0.7769742810000001,0.7267204723333333,0.8665641146666667,0.8034554720833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.405208586666664,28.63550376666667,27.208753586666663,27.898611066666664,28.037019251666663,298.91980996666666,299.00343833333335,298.5152791333333,298.7228393333333,298.79034169166664,2.1057264410000003,1.9854180016666667,2.354260206333333,2.0238159896666663,2.1173051596666665,296.23575846666665,296.36921183333334,295.4943441,295.93266806666674,296.0079956166667
2014,207710.0,202672.0,4209699.0,0.847594857,0.0,0.0,23.54183769,296.5626526,1.912420392,293.1595764,0.821061432,0.0,0.0,23.38349533,295.8723755,2.063896656,293.0451965,0.642295718,0.0,0.0,22.35302734,296.4884033,2.454704523,292.2914429,0.485318452,0.0,0.0,19.24375153,295.3588867,2.988143921,289.910675,0.273586333,0.0,0.0,15.97908401,294.0041504,2.850632668,286.9173279,0.249383613,0.0,0.0,13.57208633,292.5220032,3.007194996,284.4255981,0.277501762,0.0,0.0,12.84933662,292.2367249,3.080742836,283.6023254,0.228483096,0.0,0.0,13.13396549,294.1403198,3.172143221,283.8960266,0.179832056,0.0,0.0,13.06880665,296.0975647,3.544972181,283.7466125,0.295144707,0.0,0.0,14.80167103,298.2544556,3.666789293,285.5997314,0.297766209,0.0,0.0,16.94044304,299.714447,3.666413784,287.6891785,0.695080459,0.0,0.0,20.99393845,298.604187,2.538323641,290.9952698,0,0,0,0,1,0,0,0,0,0,0.7703173356666667,0.33609613266666666,0.22860563799999997,0.42933045833333333,0.4410873911666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.092786786666665,16.264973956666665,13.017369586666668,17.578684173333333,17.488453625833333,296.3078104666667,293.9616801,294.1582031333333,298.85769653333335,295.82134755833334,2.143673857,2.9486571950000005,3.265952746,3.290508906,2.912198176,292.83207193333334,287.0845336666667,283.74832150000003,288.0947265666667,287.9399134166667
2015,213165.0,202889.0,4324873.0,0.831251979,0.0,0.0,22.99991417,295.8433533,2.36529398,292.7539978,0.829558969,0.0,0.0,23.46981621,296.2931519,2.077718496,293.1059265,0.556070685,0.0,0.0,21.61859131,296.2942505,2.526547432,291.7592468,0.454987615,0.0,0.0,19.1241436,295.3424377,2.709329367,289.7076416,0.283512414,0.0,0.0,15.28100204,294.2442017,2.757497072,286.2059021,0.280093223,0.0,0.0,13.47965813,292.4517517,2.854796648,284.2861328,0.189486176,0.0,0.0,12.71460629,292.8401184,2.930901766,283.4681396,0.129124656,0.0,0.0,11.98024368,294.3893738,3.227017641,282.5006104,0.18577458,0.0,0.0,13.35823631,297.2232361,3.620532274,284.0849609,0.285095304,0.0,0.0,14.96893883,299.7402649,3.692215204,285.7819824,0.447253138,0.0,0.0,16.7400074,299.7721558,3.567347288,287.4108582,0.602620006,0.0,0.0,22.13452148,298.8144836,2.378212929,292.0718994,0,0,0,0,1,0,0,0,0,0,0.7389605443333332,0.33953108400000004,0.16812847066666667,0.44498948266666666,0.42290239541666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.69610723,15.961601256666668,12.684362093333334,17.94782257,17.3224732875,296.14358523333334,294.0127970333333,294.8175761,299.44230143333334,296.10406495,2.323186636,2.7738743623333337,3.259483893666667,3.2125918070000004,2.8922841747500003,292.5397237,286.7332255,283.35123696666665,288.42158,287.76144154166667
2016,220342.0,202581.0,4463710.0,0.710946262,0.0,0.0,22.49038315,297.8448486,2.513039351,292.3930969,0.602338314,0.0,0.0,23.06353951,298.2359924,2.136829615,292.8202515,0.689996243,0.0,0.0,23.8848877,297.8572083,2.105117559,293.3819275,0.451483309,0.0,0.0,19.65294647,296.1314392,3.040338993,290.1383972,0.344265014,0.0,0.0,14.72548199,293.4115601,3.232956648,285.6373596,0.246619567,0.0,0.0,12.89137554,292.1261597,3.049355507,283.6427612,0.324477166,0.0,0.0,12.69958591,292.3407898,3.09502697,283.434967,0.217829704,0.0,0.0,12.47138882,293.9455261,3.450748682,283.1308594,0.153080598,0.0,0.0,12.63241768,297.2596741,3.428839445,283.2689209,0.22715047,0.0,0.0,14.42411709,299.8792114,3.59698081,285.1907349,0.438637733,0.0,0.0,18.34010506,299.9878235,3.438014507,288.9051514,0.665588737,0.0,0.0,22.76531029,298.0542603,2.366750479,292.5365295,0,0,0,0,1,0,0,0,0,0,0.667760273,0.34745596333333334,0.23179582266666668,0.4437923133333333,0.4227010930833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.146270119999997,15.756601333333334,12.601130803333334,18.509844146666666,17.503461600833333,297.97934976666664,293.8897196666667,294.51533,299.3070984,296.42287445833335,2.251662175,3.1075503826666666,3.3248716989999996,3.1339152653333335,2.9544998805,292.8650919666666,286.4728393333333,283.2782491,288.8774719333333,287.8734130833333
2017,271449.0,201585.0,5472013.0,0.829757452,0.0,0.0,23.96710777,296.7776184,1.961593509,293.4272156,0.79235965,0.0,0.0,24.10079575,296.8690491,1.871678352,293.5383911,0.72021085,0.0,0.0,22.15394402,295.6986694,2.658635855,292.1294556,0.519326925,0.0,0.0,19.98418045,295.037323,2.986056566,290.4921875,0.361336678,0.0,0.0,17.3477459,294.3981628,2.903053999,288.2558899,0.293131202,0.0,0.0,14.72966576,292.7202148,2.867781162,285.6603394,0.268116951,0.0,0.0,13.0877285,292.4955444,3.01571846,283.8588257,0.292440832,0.0,0.0,13.24539089,293.895874,3.338019371,284.0468445,0.151266262,0.0,0.0,13.61863804,296.908783,3.542921305,284.3092346,0.271728367,0.0,0.0,15.6238699,299.5462646,3.791481495,286.3661194,0.590097368,0.0,0.0,19.40021515,298.3582153,3.258001566,289.8631592,0.698926032,0.0,0.0,22.18438721,297.1601257,2.519896269,292.1604309,0,0,0,0,1,0,0,0,0,0,0.7807759839999999,0.391264935,0.23727468166666665,0.5202505890000001,0.4823915474166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.40728251333333,17.353864036666668,13.317252476666667,19.069490753333337,18.286972445,296.4484456333333,294.05190020000003,294.4334004666667,298.35486853333333,295.8221537083333,2.1639692386666667,2.918963909,3.298886378666667,3.18979311,2.8929031590833336,293.0316874333334,288.13613893333337,284.07163493333337,289.4632365,288.67567445000003
2018,283187.0,200170.0,5668543.0,0.652729154,0.0,0.0,21.11174011,297.2398987,2.707484722,291.375824,0.790760875,0.0,0.0,23.27224159,296.9916382,2.294765472,292.977478,0.577866673,0.0,0.0,22.66449738,296.5646057,2.222827435,292.5501099,0.46563828,0.0,0.0,19.73576927,295.6005554,2.78061676,290.2689514,0.349535108,0.0,0.0,17.54802895,294.9715881,2.774455547,288.4016418,0.230314419,0.0,0.0,13.07874393,292.6218872,2.927906275,283.8755493,0.369112045,0.0,0.0,13.1401453,291.6121521,3.584719419,283.9522095,0.103645571,0.0,0.0,12.54350662,295.1581726,3.122908592,283.2278442,0.167895928,0.0,0.0,13.98066807,298.1222229,3.601070642,284.8074646,0.323521018,0.0,0.0,14.97413063,297.7368469,3.859646797,285.7431335,0.549311578,0.0,0.0,17.86546707,298.4277649,3.448916435,288.3943176,0.778371096,0.0,0.0,22.72567177,297.1479797,2.19396162,292.5498962,0,0,0,0,1,0,0,0,0,0,0.6737855673333333,0.34849593566666665,0.2135511813333333,0.5504012306666667,0.44655847875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.349493026666664,16.78751405,13.221439996666668,18.52175649,17.720050890833335,296.93204753333333,294.3980102333333,294.9641825333333,297.77086383333335,296.0162760333333,2.4083592096666666,2.827659527333333,3.4362328843333336,3.167508284,2.9599399763333336,292.3011373,287.5153808333333,283.9958394333333,288.89578243333335,288.177035
2019,290183.0,219501.0,6369543.0,0.849469066,0.0,0.0,23.79697418,296.5982971,2.229950905,293.3219604,0.74289757,0.0,0.0,23.27903748,296.7633972,2.110117674,292.9582825,0.741320908,0.0,0.0,22.64948082,296.3997192,2.486063242,292.5117188,0.579715729,0.0,0.0,20.5879879,295.8598328,2.856575489,290.9584351,0.353531897,0.0,0.0,16.50831413,293.9302673,3.036946297,287.4256897,0.354551971,0.0,0.0,14.07966709,291.7551575,3.021802664,284.9944458,0.181963488,0.0,0.0,12.42504692,292.0232239,2.881642342,283.0349731,0.192553774,0.0,0.0,13.28704548,294.6967163,3.311173916,283.9888,0.200781837,0.0,0.0,13.61774349,296.1514587,3.584486246,284.3751831,0.282997966,0.0,0.0,16.44833946,299.7734375,3.787412167,287.2136536,0.603406787,0.0,0.0,20.34256935,299.7609253,3.082464933,290.6341248,0.694759965,0.0,0.0,22.75403214,297.9679565,2.591926098,292.594574,0,0,0,0,1,0,0,0,0,0,0.777895848,0.42926653233333334,0.19176636633333333,0.5270549059999999,0.4814959131666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.241830826666668,17.058656373333335,13.109945296666666,19.84831365,18.31468653666667,296.5871378333333,293.8484192,294.2904663,299.1674397666667,295.97336577500005,2.275377273666667,2.9717748166666667,3.259100834666667,3.1539343993333335,2.9150468310833335,292.9306539,287.7928568666667,283.7996520666666,290.14745079999994,288.6676534083333
2020,303442.0,227998.0,6918420.0,0.830538869,0.0,0.0,23.6871624,296.5775757,2.20939517,293.2424011,0.78317064,0.0,0.0,24.00912857,296.7914734,2.169742584,293.4730225,0.580319464,0.0,0.0,21.20489502,296.6043091,2.672158241,291.4645386,0.398538113,0.0,0.0,18.83228683,296.6626587,2.875328302,289.5386658,0.321231663,0.0,0.0,15.04257488,294.2247009,3.041154146,285.9587708,0.340276718,0.0,0.0,13.90621471,292.45224,3.112783194,284.8394775,0.35681653,0.0,0.0,12.80924511,291.5223083,3.547287226,283.5786438,0.282007545,0.0,0.0,13.09279537,294.2795715,3.123162031,283.7744141,0.195702985,0.0,0.0,13.4060936,296.6624451,3.605205059,284.1612244,0.280224502,0.0,0.0,16.24054146,298.8962097,3.613457203,287.0602112,0.304679662,0.0,0.0,17.05590439,300.9283142,3.363510132,287.7672424,0.754513681,0.0,0.0,23.21113968,297.7552795,2.148672819,292.8767395,0,0,0,0,1,0,0,0,0,0,0.731342991,0.35334883133333334,0.2781756866666667,0.446472615,0.452335031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.96706199666667,15.927025473333336,13.10271136,18.835861843333333,17.708165168333334,296.6577860666667,294.44653320000003,294.1547749666667,299.1932678,296.11309050833336,2.3504319983333333,3.009755214,3.4252181053333337,3.041880051333333,2.95682134225,292.7266540666667,286.77897136666667,283.83809410000003,289.23473103333333,288.14461264166664
1979,12000.0,83333.0,100000.0,0.37045151,0.0,0.0,15.0424118,299.1838684,2.233587742,283.7260132,0.617980123,0.0,0.0,17.09377289,300.2426758,2.228569031,285.5632629,0.627964258,0.0,0.0,20.55938721,300.9881897,2.280255079,289.4693604,0.741680145,0.0,0.0,23.7082653,300.5138855,2.249276876,292.5932007,0.797668874,0.0,0.0,25.56276894,299.317688,1.928426147,294.4209595,0.812346756,0.0,0.0,25.48081779,298.2169189,1.944025517,294.4153442,0.833935678,0.0,0.0,24.94759178,297.4107361,2.03922534,294.1057129,0.85318315,0.0,0.0,25.20089531,297.215271,2.113021374,294.3101501,0.783319592,0.0,0.0,24.77397728,297.2452393,1.745171785,294.0127563,0.726550758,0.0,0.0,24.82292175,298.0440979,1.713867188,293.9665527,0.673574448,0.0,0.0,22.05851936,298.5571289,1.840534687,291.4345093,0.360565275,0.0,0.0,14.42992496,297.8014221,2.264529228,283.6092834,0,0,0,0,0,1,0,0,0,0,0.5387986303333333,0.7838985916666665,0.8234794733333333,0.586896827,0.6832683805833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.565190633333334,24.917284010000003,24.97415479,20.437122023333334,21.973437864166666,300.13824463333333,299.34949746666666,297.2904154666666,298.1342163,298.7280934666666,2.247470617333333,2.04057618,1.9658061663333335,1.9396437009999998,2.0483741661666666,286.25287883333334,293.80983480000003,294.1428731,289.67011513333335,290.9689254666667
1980,12000.0,83333.0,100000.0,0.384051055,0.0,0.0,16.28731346,299.4874268,2.217291594,284.9677734,0.506241679,0.0,0.0,16.58926773,300.4885254,2.294400215,284.9756775,0.655806661,0.0,0.0,19.70693588,301.1592102,2.364764214,288.2772522,0.75238353,0.0,0.0,23.22864151,301.1080933,2.346513033,292.1097412,0.813415289,0.0,0.0,25.74007225,299.2076721,2.109005213,294.5444031,0.788503826,0.0,0.0,25.50530052,298.2672424,2.098075628,294.4385376,0.85585928,0.0,0.0,24.75839043,297.118927,2.056964397,293.9865112,0.85854876,0.0,0.0,24.90946579,296.8786926,1.995298982,294.1141357,0.792168856,0.0,0.0,25.15449142,297.3985291,1.745601416,294.2755432,0.762524962,0.0,0.0,24.89794159,297.8156128,1.79831624,294.0552368,0.65322125,0.0,0.0,21.04014969,298.2080383,1.898119688,290.5686646,0.37498641,0.0,0.0,15.41097355,297.9994507,2.217088461,284.6652222,0,0,0,0,0,1,0,0,0,0,0.5153664649999999,0.7847675483333334,0.835525632,0.596910874,0.6831426298333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.527839023333332,24.82467142666667,24.940782546666668,20.449688276666667,21.935745318333332,300.37838746666665,299.5276692666667,297.1320495666667,298.0077006,298.76145172500003,2.2921520076666666,2.1845312913333337,1.9326215983333335,1.971174796333333,2.0951199234166666,286.0735677,293.69756063333335,294.1253967,289.76304120000003,290.91489155833335
1981,13000.0,76923.0,100000.0,0.493332714,0.0,0.0,14.1659441,298.2912292,2.267533302,282.8146057,0.410432816,0.0,0.0,15.62220669,300.2245789,2.386040926,283.9331665,0.684323967,0.0,0.0,19.62426376,301.0154419,2.317891598,288.3996582,0.701046169,0.0,0.0,22.94619179,300.853363,2.267406464,291.6808472,0.805651963,0.0,0.0,25.73813629,299.0049438,1.924864054,294.5404053,0.763375282,0.0,0.0,25.23366737,298.3446655,2.022077322,294.2486877,0.863723516,0.0,0.0,24.40335655,296.8474426,2.223928928,293.7313538,0.845916271,0.0,0.0,24.36659431,296.8283997,2.089500904,293.7347107,0.804046273,0.0,0.0,24.73385811,297.1268921,1.86607945,293.9902954,0.720198274,0.0,0.0,24.57825089,298.0358582,1.760101676,293.7950745,0.486373991,0.0,0.0,17.85925293,298.1214294,2.040839911,287.3920898,0.382632285,0.0,0.0,15.90167522,298.7384338,2.105145216,284.9711609,0,0,0,0,0,1,0,0,0,0,0.5293631656666666,0.756691138,0.8378953533333333,0.5297348500000001,0.66342112675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.470804850000004,24.63933181666667,24.501269656666665,19.446393013333335,21.26444983416667,299.84375,299.40099076666667,296.9342448,298.2985738,298.61938984166665,2.323821942,2.07144928,2.0598364273333334,1.9686956009999996,2.1059508125833335,285.0491434666667,293.48998006666665,293.81878663333333,288.7194417333333,290.269337975
1982,13000.0,76923.0,100000.0,0.58838284,0.0,0.0,16.17788506,299.1303406,2.236447096,285.1839294,0.542239249,0.0,0.0,16.0459404,299.8184204,2.358484983,284.4900208,0.684162557,0.0,0.0,19.93849754,300.6716003,2.267053843,288.7297058,0.73439306,0.0,0.0,23.84779167,300.7135925,2.317577124,292.6876831,0.771005571,0.0,0.0,25.54220963,299.3893127,2.00977993,294.3786011,0.781837583,0.0,0.0,25.29508591,298.2878723,1.940336585,294.2969666,0.822830677,0.0,0.0,24.5395546,297.1416321,1.979154348,293.8251648,0.827162385,0.0,0.0,24.22603416,296.8009949,2.051108122,293.6435852,0.796896338,0.0,0.0,24.74065208,297.2254944,1.83834815,294.0007019,0.762132227,0.0,0.0,24.26508713,297.5387573,1.768534184,293.6297607,0.501289904,0.0,0.0,18.89609909,298.0409546,1.936240911,288.4998169,0.415269762,0.0,0.0,15.86982536,298.5383606,2.135351658,284.9620667,0,0,0,0,0,1,0,0,0,0,0.6049282153333334,0.7624120713333333,0.8156298,0.5595639643333333,0.6856335127500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.387441,24.895029069999996,24.50208028,19.677003860000003,21.615388552499997,299.87345376666667,299.4635925,297.0560404666666,298.0393575,298.60811105833335,2.2873286406666664,2.089231213,1.95620354,1.9467089176666665,2.069868077833333,286.134552,293.7877502666667,293.82315063333334,289.0305481,290.69400025000004
1983,14000.0,71429.0,100000.0,0.260997415,0.0,0.0,9.187799454,297.1028442,2.92538476,277.0485535,0.361541092,0.0,0.0,15.31639194,300.6517944,2.440737009,283.9283142,0.449097782,0.0,0.0,15.35427761,301.4676819,2.48427248,283.1373901,0.591096282,0.0,0.0,22.65450478,301.8363342,2.239513636,291.3130798,0.739575088,0.0,0.0,25.9135952,300.3973999,2.158564329,294.5835876,0.779885709,0.0,0.0,25.48374557,298.3939514,2.115358591,294.4238281,0.802129507,0.0,0.0,24.67296982,297.4254761,2.160525084,293.927124,0.825193346,0.0,0.0,24.26379967,297.0012817,2.175348043,293.6766357,0.805315137,0.0,0.0,24.85974312,297.3202515,1.838896394,294.0826416,0.598886549,0.0,0.0,22.57388687,298.3043518,1.890419245,292.06073,0.562829435,0.0,0.0,19.40542793,298.9200439,1.979387522,288.8526001,0.466423541,0.0,0.0,17.47858429,298.8570251,2.056332588,286.737915,0,0,0,0,0,1,0,0,0,0,0.35721209633333334,0.7035190263333334,0.81087933,0.542713175,0.6035809069166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.286156334666666,24.683948516666664,24.598837536666668,19.819299696666665,20.597060521166664,299.7407735,300.2092285,297.2490031,298.69380693333335,298.97320300833337,2.6167980829999995,2.1711455186666666,2.058256507,1.975379785,2.2053949734166665,281.37141926666663,293.4401651666667,293.89546709999996,289.21708169999994,289.4810333083333
1984,14000.0,71429.0,100000.0,0.369579226,0.0,0.0,12.6875782,298.6358337,2.336983442,281.0749512,0.484369457,0.0,0.0,14.57153511,300.3549194,2.386951923,282.8121948,0.662001789,0.0,0.0,21.14045715,301.052063,2.253839254,290.0541687,0.781279206,0.0,0.0,23.78481102,300.5650024,2.17299819,292.8079834,0.76869452,0.0,0.0,25.30977058,299.3318176,1.979159355,294.2525024,0.748251259,0.0,0.0,24.99575806,298.301178,1.858726144,294.0888977,0.802830279,0.0,0.0,24.26228523,297.3124695,1.830957651,293.62677,0.802297473,0.0,0.0,24.58022881,297.3623352,1.896628499,293.8799438,0.81622231,0.0,0.0,24.30542374,297.0809021,1.79469645,293.6907043,0.737761617,0.0,0.0,24.29109383,298.1247864,1.752265215,293.5074463,0.573746502,0.0,0.0,19.9088726,298.8187561,1.944234133,289.2646484,0.376324415,0.0,0.0,15.01638794,298.3519897,2.177013874,284.0926514,0,0,0,0,0,1,0,0,0,0,0.505316824,0.766074995,0.8071166873333334,0.5626108446666667,0.66027983775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.133190153333334,24.696779886666665,24.382645926666665,19.73878479,21.237850189166664,300.0142720333333,299.3993326666667,297.2519022666667,298.43184406666666,298.77433775833333,2.325924873,2.003627896333333,1.8407608666666668,1.9578377406666665,2.0320378441666667,284.6471049,293.7164611666667,293.73247269999996,288.9549153666667,290.26273853333333
